,Unnamed: 0,hr,,,Name,weight,mlb_g,height_inches,era,round_sort,round,draft_type,rbi,bats,description,sv,height_feet,pick,year,name_last_first,avg,overall,milb_g,Team,league_full,primary_position,team_abbrev,birth_date,so,throws,league_id,l,w,school,trans_date,sb,signed_sw,round_desc,player_id,team_id,DOB,First,Last,,
5022,5022,20,,,Bill North,185,1,11,-1,12,12,JR,230,S,June Amateur Draft,,5,16,1969,"North, Bill",0.261,278,N,CHC,National League,OF,CHC,5/15/1948,,R,104,,,Central Washington,,395,N,Round 12,119845,112,05/15/48,Bill,North,,
5029,5029,0,,,Eric Raich,225,1,4,5.85,12,12,JR,0,R,June Amateur Draft,0,6,23,1969,"Raich, Eric",,285,N,KCR,American League,P,KC,11/1/1951,35,R,103,8,7,"Dominguez HS (South Gate, CA)",,0,N,Round 12,120889,118,11/01/51,Eric,Raich,,
5039,5039,46,,,John Stearns,185,1,0,-1,13,13,JR,312,R,June Amateur Draft,,6,9,1969,"Stearns, John",0.26,295,N,OAK,American League,C,OAK,8/21/1951,,R,103,,,"Thomas Jefferson HS (Denver, CO)",,91,N,Round 13,122702,133,08/21/51,John,Stearns,,
5056,5056,118,,,Mike Easler,195,1,1,-1,14,14,JR,522,L,June Amateur Draft,,6,2,1969,"Easler, Mike",0.293,312,Y,HOU,National League,3B,HOU,11/29/1950,,R,104,,,"Benedictine HS (Cleveland, OH)",,20,N,Round 14,113701,117,11/29/50,Mike,Easler,,
5086,5086,4,,,Roy Staiger,195,1,0,-1,15,15,JR,38,R,June Amateur Draft,,6,8,1969,"Staiger, Roy",0.228,342,N,LAD,National League,SS,LA,1/6/1950,,R,104,,,Bacone College,,4,N,Round 15,122642,119,01/06/50,Roy,Staiger,,
5089,5089,4,,,John Tamargo,180,1,10,-1,15,15,JR,33,S,June Amateur Draft,,5,11,1969,"Tamargo, John",0.242,345,N,NYY,American League,C,NYY,11/7/1951,,R,103,,,"Tampa Catholic HS (Tampa, FL)",,1,N,Round 15,123082,147,11/07/51,John,Tamargo,,
5096,5096,0,,,Derek Bryant,185,1,11,-1,15,15,JR,13,R,June Amateur Draft,,5,18,1969,"Bryant, Derek",0.179,352,N,SFG,National League,OF,SF,10/9/1951,,R,104,,,"Henry Clay HS (Lexington, KY)",,0,N,Round 15,111642,137,10/09/51,Derek,Bryant,,
5099,5099,0,,,Jim Slaton,185,1,0,4.03,15,15,JR,0,R,June Amateur Draft,14,6,21,1969,"Slaton, Jim",0.105,355,N,SEA,American League,P,SEA,6/19/1950,1191,R,103,158,151,Antelope Valley College,,0,N,Round 15,122313,158,06/19/50,Jim,Slaton,,
5108,5108,0,,,Ron Diorio,212,1,6,3.1,16,16,JR,0,R,June Amateur Draft,1,6,6,1969,"Diorio, Ron",,364,N,PHI,National League,P,PHI,7/15/1946,11,R,104,0,0,New Haven,,0,N,Round 16,113383,143,07/15/46,Ron,Diorio,,
5116,5116,0,,,Mike Cosgrove,180,1,1,4.03,16,16,JR,1,L,June Amateur Draft,8,6,14,1969,"Cosgrove, Mike",0.089,372,N,CIN,National League,P,CIN,2/17/1951,122,L,104,11,12,"Bourgade HS (Phoenix, AZ)",,0,N,Round 16,112711,113,02/17/51,Mike,Cosgrove,,
5117,5117,201,,,Buddy Bell,185,1,2,-1,16,16,JR,1106,R,June Amateur Draft,,6,15,1969,"Bell, Buddy",0.279,373,N,CLE,American League,2B,CLE,8/27/1951,,R,103,,,"Moeller HS (Cincinnati, OH)",,55,N,Round 16,110815,114,08/27/51,Buddy,Bell,,
5125,5125,1,,,Jim York,200,1,3,3.79,16,16,JR,3,R,June Amateur Draft,10,6,23,1969,"York, Jim",0.075,381,N,KCR,American League,P,KC,8/27/1947,194,R,103,17,16,UCLA,,0,N,Round 16,124676,118,08/27/47,Jim,York,,
5146,5146,26,,,Bob Coluccio,183,1,11,-1,17,17,JR,114,R,June Amateur Draft,,5,20,1969,"Coluccio, Bob",0.22,402,N,SEA,American League,OF,SEA,10/2/1951,,R,103,,,Centralia HS (WA),,33,N,Round 17,112531,158,10/02/51,Bob,Coluccio,,
5162,5162,0,,,Dave Coleman,195,1,3,-1,18,18,JR,0,R,June Amateur Draft,,6,13,1969,"Coleman, Dave",0,418,N,BOS,American League,IF,BOS,10/26/1950,,R,103,,,"Stebbins HS (Dayton, OH)",,0,N,Round 18,112474,111,10/26/50,Dave,Coleman,,
5173,5173,237,,,Doug DeCinces,190,1,2,-1,18,18,JR,879,R,June Amateur Draft,,6,24,1969,"DeCinces, Doug",0.259,429,N,SDP,National League,3B,SD,8/29/1950,,R,104,,,Los Angeles Pierce College,,58,N,Round 18,113183,135,08/29/50,Doug,DeCinces,,
5176,5176,0,,,Glenn Redmon,180,1,11,-1,19,19,JR,4,R,June Amateur Draft,,5,3,1969,"Redmon, Glenn",0.235,432,N,CHW,American League,3B,CWS,1/11/1948,,R,103,,,Michigan,,0,N,Round 19,120983,145,01/11/48,Glenn,Redmon,,
5182,5182,0,,,Charlie Chant,190,1,0,-1,19,19,JR,0,R,June Amateur Draft,,6,9,1969,"Chant, Charlie",0.105,438,N,OAK,American League,SS,OAK,8/7/1951,,R,103,,,"Narbonne HS (Harbot City, CA)",,0,N,Round 19,112191,133,08/07/51,Charlie,Chant,,
5183,5183,1,,,Jack Baker,225,1,5,-1,19,19,JR,2,R,June Amateur Draft,,6,10,1969,"Baker, Jack",0.115,439,N,PIT,National League,1B,PIT,5/4/1950,,R,104,,,"Maury HS (Norfolk, VA)",,0,N,Round 19,110477,134,05/04/50,Jack,Baker,,
5208,5208,0,,,Bucky Guth,180,1,1,-1,20,20,JR,0,R,June Amateur Draft,,6,11,1969,"Guth, Bucky",0,464,N,ATL,National League,SS,ATL,8/18/1947,,R,104,,,West Virginia,,0,N,Round 20,115258,144,08/18/47,Bucky,Guth,,
5213,5213,1,,,Dick Ruthven,190,1,3,4.14,20,20,JR,44,R,June Amateur Draft,1,6,16,1969,"Ruthven, Dick",0.183,469,N,BAL,American League,P,BAL,3/27/1951,1145,R,103,127,123,"Irvington HS (Fremont, CA)",,2,N,Round 20,121581,110,03/27/51,Dick,Ruthven,,
5217,5217,0,,,Charlie Williams,200,1,2,3.97,20,20,JR,2,R,June Amateur Draft,4,6,20,1969,"Williams, Charlie",0.134,473,N,SEA,American League,OF,SEA,10/11/1947,257,R,103,22,23,"Locke HS (Los Angeles, CA)",,0,N,Round 20,124292,158,10/11/47,Charlie,Williams,,
5224,5224,0,,,Lute Barnes,160,1,10,-1,21,21,JR,7,R,June Amateur Draft,,5,4,1969,"Barnes, Lute",0.243,480,N,NYM,National League,2B,NYM,4/28/1947,,R,104,,,Oregon State,,0,N,Round 21,110584,121,04/28/47,Lute,Barnes,,
5241,5241,2,,,Bob Hansen,195,1,0,-1,21,21,JR,13,L,June Amateur Draft,,6,21,1969,"Hansen, Bob",0.242,497,N,SEA,American League,1B,SEA,5/26/1948,,L,103,,,Massachusetts,,2,N,Round 21,115439,158,05/26/48,Bob,Hansen,,
5252,5252,3,,,Royle Stillman,180,1,11,-1,22,22,JR,15,L,June Amateur Draft,,5,8,1969,"Stillman, Royle",0.213,508,N,LAD,National League,OF,LA,1/2/1951,,L,104,,,North Torrance HS (CA),,2,N,Round 22,122795,119,01/02/51,Royle,Stillman,,
5260,5260,0,,,Dave Oliver,175,1,11,-1,22,22,JR,3,L,June Amateur Draft,,5,16,1969,"Oliver, Dave",0.318,516,N,CHC,National League,2B,CHC,4/7/1951,,R,104,,,"Franklin HS (Stockton, CA)",,0,N,Round 22,119985,112,04/07/51,Dave,Oliver,,
5287,5287,0,,,Doug Konieczny,220,1,4,4.93,23,23,JR,4,R,June Amateur Draft,0,6,19,1969,"Konieczny, Doug",0.138,543,N,DET,American League,P,DET,9/27/1951,110,R,103,18,7,"St. Ladislaus HS (Detroit, MI)",,0,N,Round 23,117246,116,09/27/51,Doug,Konieczny,,
5320,5320,13,,,Vic Harris,170,1,0,-1,25,25,JR,121,S,June Amateur Draft,,6,4,1969,"Harris, Vic",0.217,576,N,NYM,National League,SS,NYM,3/27/1950,,R,104,,,Los Angeles Valley College,,36,N,Round 25,115536,121,03/27/50,Vic,Harris,,
5327,5327,0,,,Larry Hardy,180,1,10,5.29,25,25,JR,0,R,June Amateur Draft,5,5,11,1969,"Hardy, Larry",0,583,N,NYY,American League,P,NYY,1/10/1948,70,R,103,4,9,Texas,,0,N,Round 25,115464,147,01/10/48,Larry,Hardy,,
5348,5348,11,,,Jim Fuller,215,1,3,-1,26,26,JR,41,R,June Amateur Draft,,6,8,1969,"Fuller, Jim",0.194,604,N,LAD,National League,OF,LA,11/28/1950,,R,104,,,San Diego Community College,,1,N,Round 26,114479,119,11/28/50,Jim,Fuller,,
5353,5353,0,,,Mac Scarce,200,1,3,3.69,26,26,JR,0,L,June Amateur Draft,21,6,13,1969,"Scarce, Mac",0,609,N,CIN,National League,P,CIN,4/8/1949,164,L,104,19,6,Manatee Community College,,0,N,Round 26,121749,113,04/08/49,Mac,Scarce,,
5356,5356,0,,,Mike Barlow,215,1,6,4.63,26,26,JR,0,L,June Amateur Draft,6,6,16,1969,"Barlow, Mike",0,612,N,BAL,American League,P,BAL,4/30/1948,96,R,103,6,10,Syracuse,,0,N,Round 26,110571,110,04/30/48,Mike,Barlow,,
5367,5367,0,,,Buzz Capra,168,1,10,3.87,27,27,JR,5,R,June Amateur Draft,5,5,4,1969,"Capra, Buzz",0.135,623,N,NYM,National League,P,NYM,10/1/1947,362,R,104,37,31,Illinois State,,0,N,Round 27,111972,121,10/01/47,Buzz,Capra,,
5421,5421,152,,,Ken Griffey,200,1,0,-1,29,29,JR,859,L,June Amateur Draft,,6,13,1969,"Griffey, Ken",0.296,677,N,CIN,National League,OF,CIN,4/10/1950,,L,104,,,Donora HS (PA),,200,N,Round 29,115136,113,04/10/50,Ken,Griffey,,
5422,5422,0,,,Ken Kravec,185,1,2,4.47,29,29,JR,0,L,June Amateur Draft,1,6,14,1969,"Kravec, Ken",0,678,N,CLE,American League,P,CLE,7/29/1951,557,L,103,56,43,"Mid Park HS (Middleburgh Heights, OH)",,0,N,Round 29,117300,114,07/29/51,Ken,Kravec,,
5453,5453,0,,,Chuck Seelbach,180,1,0,3.37,31,31,JR,0,R,June Amateur Draft,14,6,1,1969,"Seelbach, Chuck",0.143,709,N,WAS,American League,P,WAS,3/20/1948,79,R,103,8,10,Dartmouth,,0,N,Round 31,121971,140,03/20/48,Chuck,Seelbach,,
5455,5455,2,,,George Theodore,190,1,4,-1,31,31,JR,16,R,June Amateur Draft,,6,3,1969,"Theodore, George",0.219,711,N,NYM,National League,1B,NYM,11/13/1947,,R,104,,,Utah,,1,N,Round 31,123222,121,11/13/47,George,Theodore,,
5470,5470,68,,,Ken Reitz,185,1,0,-1,31,31,JR,548,R,June Amateur Draft,,6,18,1969,"Reitz, Ken",0.26,726,N,STL,National League,SS,STL,6/24/1951,,R,104,,,"Jefferson HS (Daly City, CA)",,10,N,Round 31,121056,138,06/24/51,Ken,Reitz,,
5482,5482,17,,,Doug Ault,200,1,3,-1,32,32,JR,86,R,June Amateur Draft,,6,8,1969,"Ault, Doug",0.236,738,N,PIT,National League,OF,PIT,3/9/1950,,L,104,,,Panola College,,4,N,Round 32,110382,134,03/09/50,Doug,Ault,,
5500,5500,0,,,Jim Hughes,190,1,3,4.3,33,33,JR,0,R,June Amateur Draft,0,6,5,1969,"Hughes, Jim",,756,N,MIN,American League,P,MIN,8/11/1951,226,R,103,30,25,"St. Bernards HS (Los Angeles, CA)",,0,N,Round 33,116278,142,08/11/51,Jim,Hughes,,
5508,5508,12,,,Pat Bourque,210,1,0,-1,33,33,JR,61,L,June Amateur Draft,,6,13,1969,"Bourque, Pat",0.215,764,N,CHC,National League,OF,CHC,3/23/1947,,L,104,,,Holy Cross,,1,N,Round 33,111278,112,03/23/47,Pat,Bourque,,
5537,5537,0,,,Tippy Martinez,180,1,10,3.45,35,35,JR,0,L,June Amateur Draft,115,5,1,1969,"Martinez, Tippy",,793,N,WAS,American League,OF,WAS,5/31/1950,632,L,103,42,55,La Junta HS (CO),,0,N,Round 35,118367,140,05/31/50,Tippy,Martinez,,
5549,5549,0,,,Mike Thompson,190,1,3,4.86,35,35,JR,0,R,June Amateur Draft,0,6,13,1969,"Thompson, Mike",0.098,805,N,BAL,American League,OF,BAL,9/6/1949,113,R,103,15,1,Phillips University,,0,N,Round 35,123297,110,09/06/49,Mike,Thompson,,
5611,5611,6,,,Terry Humphrey,190,1,3,-1,39,39,JR,85,R,June Amateur Draft,,6,12,1969,"Humphrey, Terry",0.211,867,N,MON,National League,C,MON,8/4/1949,,R,104,,,Los Angeles City College,,5,N,Round 39,116309,120,08/04/49,Terry,Humphrey,,
5620,5620,465,,,Dave Winfield,220,1,6,-1,40,40,JR,1833,R,June Amateur Draft,,6,8,1969,"Winfield, Dave",0.283,876,N,BAL,American League,P,BAL,10/3/1951,,R,103,,,"Central HS (St. Paul, MN)",,223,N,Round 40,124448,110,10/03/51,Dave,Winfield,,
5645,5645,146,,,Jim Spencer,195,1,2,-1,42,42,JR,599,L,June Amateur Draft,,6,9,1969,"Spencer, Jim",0.25,901,N,SEA,American League,1B,SEA,7/30/1947,,L,103,,,Falls Church HS (VA),,11,N,Round 42,122584,158,07/30/47,Jim,Spencer,,
5648,5648,0,,,Steve Foucault,205,1,0,3.21,43,43,JR,0,L,June Amateur Draft,52,6,1,1969,"Foucault, Steve",,904,N,WAS,American League,3B,WAS,10/3/1949,307,R,103,36,35,South Georgia State,,0,N,Round 43,114341,140,10/03/49,Steve,Foucault,,
5694,5694,1,,,Frank Ortenzio,215,1,2,-1,47,47,JR,6,R,June Amateur Draft,,6,9,1969,"Ortenzio, Frank",0.28,950,N,KCR,American League,OF,KC,2/24/1951,,R,103,,,"San Joaquin Memorial HS (Fresno, CA)",,0,N,Round 47,120071,118,02/24/51,Frank,Ortenzio,,
5762,5762,108,,,Al Cowens,200,1,2,-1,75,75,JR,717,R,June Amateur Draft,,6,2,1969,"Cowens, Al",0.27,1018,N,KCR,American League,OF,KC,10/25/1951,,R,103,,,"Centennial HS (Compton, CA)",,120,N,Round 75,112750,118,10/25/51,Al,Cowens,,
5779,5779,0,,,Rich Hand,195,1,1,4.01,1,1,JS,8,R,June Secondary Draft,3,6,1,1969,"Hand, Rich",0.147,1,N,CLE,American League,P,CLE,7/10/1948,278,R,103,39,24,Puget Sound,,0,N,Round 1,115407,114,07/10/48,Rich,Hand,,
5783,5783,0,,,Wayne Garland,195,1,0,3.89,1,1,JS,0,R,June Secondary Draft,6,6,5,1969,"Garland, Wayne",,5,N,BAL,American League,P,BAL,10/26/1950,450,R,103,66,55,Gulf Coast CC,,0,N,Round 1,114622,110,10/26/50,Wayne,Garland,,
5792,5792,99,,,Johnny Grubb,185,1,3,-1,1,1,JS,475,L,June Secondary Draft,,6,14,1969,"Grubb, Johnny",0.278,14,Y,CIN,National League,OF,CIN,8/4/1948,,R,104,,,Manatee Community College,,27,N,Round 1,115205,113,08/04/48,Johnny,Grubb,,
5806,5806,16,,,Glenn Borgmann,210,1,4,-1,2,2,JS,151,R,June Secondary Draft,,6,4,1969,"Borgmann, Glenn",0.229,28,N,PIT,National League,C,PIT,5/25/1950,,R,104,,,Miama Dade CC,,4,N,Round 2,111236,134,05/25/50,Glenn,Borgmann,,
5810,5810,1,,,Bob Randall,180,1,3,-1,2,2,JS,91,R,June Secondary Draft,,6,8,1969,"Randall, Bob",0.257,32,N,LAD,National League,SS,LA,6/6/1948,,R,104,,,Kansas State,,11,N,Round 2,120925,119,06/06/48,Bob,Randall,,
5818,5818,61,,,Mickey Rivers,165,1,10,-1,2,2,JS,499,L,June Secondary Draft,,5,16,1969,"Rivers, Mickey",0.295,40,N,ATL,National League,OF,ATL,10/30/1948,,L,104,,,Miama Dade CC,,267,N,Round 2,121253,144,10/30/48,Mickey,Rivers,,
5821,5821,5,,,Pete Varney,235,1,3,-1,2,2,JS,15,R,June Secondary Draft,,6,19,1969,"Varney, Pete",0.247,43,N,WAS,American League,C,WAS,4/10/1949,,R,103,,,Harvard,,2,N,Round 2,123663,140,04/10/49,Pete,Varney,,
5829,5829,1,,,Jim Barr,205,1,3,3.56,3,3,JS,31,R,June Secondary Draft,12,6,4,1969,"Barr, Jim",0.162,51,N,PIT,National League,P,PIT,2/10/1948,741,R,104,112,101,Southern California,,2,N,Round 3,110604,134,02/10/48,Jim,Barr,,
5831,5831,0,,,Rudy Arroyo,195,1,2,5.4,3,3,JS,0,L,June Secondary Draft,0,6,6,1969,"Arroyo, Rudy",0,53,N,PHI,National League,P,PHI,6/19/1950,5,L,104,1,0,Foothill College,,0,N,Round 3,110342,143,06/19/50,Rudy,Arroyo,,
5835,5835,0,,,Larry Fritz,225,1,2,-1,3,3,JS,0,L,June Secondary Draft,,6,10,1969,"Fritz, Larry",0,57,N,NYM,National League,1B,NYM,2/14/1949,,L,104,,,Arizona State,,0,N,Round 3,114453,121,02/14/49,Larry,Fritz,,
5838,5838,0,,,Doug Bird,180,1,4,3.99,3,3,JS,3,R,June Secondary Draft,60,6,13,1969,"Bird, Doug",0.134,60,N,KCR,American League,P,KC,3/5/1950,680,R,103,60,73,Mount San Antonio College,,0,N,Round 3,111006,118,03/05/50,Doug,Bird,,
5840,5840,0,,,Rich Hinton,185,1,2,4.87,3,3,JS,0,L,June Secondary Draft,3,6,15,1969,"Hinton, Rich",0.143,62,N,CHW,American League,P,CWS,5/22/1947,152,L,103,17,9,Arizona,,1,N,Round 3,115975,145,05/22/47,Rich,Hinton,,
5865,5865,3,,,Dave Moates,163,1,9,-1,4,4,JS,27,L,June Secondary Draft,,5,19,1969,"Moates, Dave",0.26,87,N,WAS,American League,OF,WAS,1/30/1948,,L,103,,,Florida State,,15,N,Round 4,119213,140,01/30/48,Dave,Moates,,
5877,5877,0,,,Ron Cash,180,1,0,-1,6,6,JS,11,R,June Secondary Draft,,6,1,1969,"Cash, Ron",0.297,99,N,MIN,American League,3B,MIN,11/20/1949,,R,103,,,Manatee Community College,,0,N,Round 6,112091,142,11/20/49,Ron,Cash,,
5881,5881,0,,,John Andrews,175,1,10,4.42,7,7,JS,0,L,June Secondary Draft,0,5,1,1969,"Andrews, John",0.5,103,N,NYM,National League,P,NYM,2/9/1949,5,L,104,1,1,Pasadena City College,,0,N,Round 7,110269,121,02/09/49,John,Andrews,,
5884,5884,43,,,Derrel Thomas,160,1,0,-1,1,1,NR,370,S,January Amateur Draft,,6,1,1969,"Thomas, Derrel",0.249,1,N,HOU,National League,SS,HOU,1/14/1951,,R,104,,,"Dorsey HS (Los Angeles, CA)",,140,N,Round 1,123242,117,01/14/51,Derrel,Thomas,,
5885,5885,4,,,Joe Lovitto,185,1,0,-1,1,1,NR,53,S,January Amateur Draft,,6,2,1969,"Lovitto, Joe",0.216,2,N,WAS,American League,C,WAS,1/6/1951,,R,103,,,"San Pedro, CA",,22,N,Round 1,117948,140,01/06/51,Joe,Lovitto,,
5890,5890,0,,,Terry Enyart,190,1,2,16.2,1,1,NR,0,R,January Amateur Draft,0,6,7,1969,"Enyart, Terry",,7,N,PHI,National League,P,PHI,10/10/1950,2,L,104,0,0,Chipola Junior College,,0,N,Round 1,113864,143,10/10/50,Terry,Enyart,,
5902,5902,0,,,Al Hrabosky,185,1,11,3.1,1,1,NR,6,R,January Amateur Draft,97,5,19,1969,"Hrabosky, Al",0.143,19,N,STL,National League,P,STL,7/21/1949,548,L,104,35,64,Cal State Fullerton,,0,N,Round 1,116242,138,07/21/49,Al,Hrabosky,,
5908,5908,0,,,Craig Caskey,185,1,11,5.65,2,2,NR,0,S,January Amateur Draft,0,5,1,1969,"Caskey, Craig",0,25,N,HOU,National League,P,HOU,12/11/1949,6,L,104,0,0,Yakima Valley CC,,0,N,Round 2,112094,117,12/11/49,Craig,Caskey,,
5912,5912,91,,,Lee Lacy,175,1,1,-1,2,2,NR,458,R,January Amateur Draft,,6,5,1969,"Lacy, Lee",0.286,29,N,LAD,National League,3B,LA,4/10/1948,,R,104,,,Laney College,,185,N,Round 2,117397,119,04/10/48,Lee,Lacy,,
5926,5926,0,,,Ed Crosby,180,1,2,-1,2,2,NR,44,L,January Amateur Draft,,6,19,1969,"Crosby, Ed",0.22,43,N,STL,National League,2B,STL,5/26/1949,,R,104,,,Long Beach City College,,1,N,Round 2,112858,138,05/26/49,Ed,Crosby,,
5928,5928,7,,,Doug Flynn,165,1,11,-1,2,2,NR,284,R,January Amateur Draft,,5,21,1969,"Flynn, Doug",0.238,45,N,MON,National League,OF,MON,4/18/1951,,R,104,,,Miama Dade CC,,20,N,Round 2,114271,120,04/18/51,Doug,Flynn,,
5931,5931,0,,,Jerry Bell,190,1,4,3.28,2,2,NR,0,S,January Amateur Draft,1,6,24,1969,"Bell, Jerry",0.071,48,N,SEA,American League,P,SEA,10/6/1947,89,R,103,11,17,Southwestern College (TN),,0,N,Round 2,110827,158,10/06/47,Jerry,Bell,,
5945,5945,99,,,Johnny Grubb,185,1,3,-1,3,3,NR,475,L,January Amateur Draft,,6,14,1969,"Grubb, Johnny",0.278,62,Y,BOS,American League,OF,BOS,8/4/1948,,R,103,,,Manatee Community College,,27,N,Round 3,115205,111,08/04/48,Johnny,Grubb,,
5957,5957,0,,,Bob O'Brien,170,1,10,3,4,4,NR,0,L,January Amateur Draft,0,5,4,1969,"O'Brien, Bob",0.111,74,N,LAD,National League,P,LA,4/23/1949,15,L,104,2,2,Fresno City College,,0,N,Round 4,119905,119,04/23/49,Bob,O'Brien,,
5978,5978,0,,,John Andrews,175,1,10,4.42,5,5,NR,0,L,January Amateur Draft,0,5,2,1969,"Andrews, John",0.5,95,N,CAL,American League,OF,CAL,2/9/1949,5,L,103,1,1,Pasadena City College,,0,N,Round 5,110269,108,02/09/49,John,Andrews,,
6007,6007,16,,,Glenn Borgmann,210,1,4,-1,6,6,NR,151,R,January Amateur Draft,,6,12,1969,"Borgmann, Glenn",0.229,124,N,SFG,National League,C,SF,5/25/1950,,R,104,,,Miama Dade CC,,4,N,Round 6,111236,137,05/25/50,Glenn,Borgmann,,
6062,6062,0,,,Wayne Garland,195,1,0,3.89,1,1,NS,0,R,January Secondary Draft,6,6,1,1969,"Garland, Wayne",,1,N,STL,National League,P,STL,10/26/1950,450,R,104,66,55,Gulf Coast CC,,0,N,Round 1,114622,138,10/26/50,Wayne,Garland,,
6066,6066,0,,,John Morlan,178,1,0,4.16,1,1,NS,1,R,January Secondary Draft,0,6,5,1969,"Morlan, John",0.111,5,N,PIT,National League,OF,PIT,11/22/1947,61,R,104,5,2,Ohio,,0,N,Round 1,119385,134,11/22/47,John,Morlan,,
6069,6069,61,,,Mickey Rivers,165,1,10,-1,1,1,NS,499,L,January Secondary Draft,,5,8,1969,"Rivers, Mickey",0.295,8,N,WAS,American League,OF,WAS,10/30/1948,,L,103,,,Miama Dade CC,,267,N,Round 1,121253,140,10/30/48,Mickey,Rivers,,
6077,6077,0,,,John Young,210,1,3,-1,1,1,NS,1,L,January Secondary Draft,,6,16,1969,"Young, John",0.5,16,N,DET,American League,1B,DET,2/9/1949,,L,103,,,Cal State Fullerton,,0,N,Round 1,124703,116,02/09/49,John,Young,,
6078,6078,0,,,Ross Grimsley,200,1,3,3.81,1,1,NS,15,L,January Secondary Draft,3,6,17,1969,"Grimsley, Ross",0.127,17,N,CIN,National League,P,CIN,1/7/1950,750,L,104,99,124,Jackson State CC,,0,N,Round 1,115171,113,01/07/50,Ross,Grimsley,,
6083,6083,0,,,Ray Peters,210,1,6,31.5,1,1,NS,0,R,January Secondary Draft,0,6,22,1969,"Peters, Ray",,22,N,SEA,American League,P,SEA,8/27/1946,1,R,103,2,0,Harvard,,0,N,Round 1,120459,158,08/27/46,Ray,Peters,,
6106,6106,0,,,Ron Cash,180,1,0,-1,2,2,NS,11,R,January Secondary Draft,,6,21,1969,"Cash, Ron",0.297,45,N,SDP,National League,SS,SD,11/20/1949,,R,104,,,Manatee Community College,,0,N,Round 2,112091,135,11/20/49,Ron,Cash,,
6110,6110,0,,,Ray Bare,195,1,2,4.79,3,3,NS,1,R,January Secondary Draft,1,6,1,1969,"Bare, Ray",0.2,49,N,STL,National League,P,STL,4/15/1949,145,R,104,26,16,Miama Dade CC,,0,N,Round 3,110558,138,04/15/49,Ray,Bare,,
6130,6130,0,,,Rudy Arroyo,195,1,2,5.4,3,3,NS,0,L,January Secondary Draft,0,6,21,1969,"Arroyo, Rudy",0,69,N,SDP,National League,P,SD,6/19/1950,5,L,104,1,0,Foothill College,,0,N,Round 3,110342,135,06/19/50,Rudy,Arroyo,,
6137,6137,0,,,Rich Hinton,185,1,2,4.87,4,4,NS,0,L,January Secondary Draft,3,6,6,1969,"Hinton, Rich",0.143,76,N,CLE,American League,P,CLE,5/22/1947,152,L,103,17,9,Arizona,,1,N,Round 4,115975,114,05/22/47,Rich,Hinton,,
6150,6150,0,,,Steve Stone,175,1,10,3.97,4,4,NS,7,R,January Secondary Draft,1,5,19,1969,"Stone, Steve",0.1,89,N,SFG,National League,P,SF,7/14/1947,1065,R,104,93,107,Kent State,,0,N,Round 4,122830,137,07/14/47,Steve,Stone,,
6157,6157,1,,,Jim Barr,205,1,3,3.56,5,5,NS,31,R,January Secondary Draft,12,6,2,1969,"Barr, Jim",0.162,96,N,NYY,American League,P,NYY,2/10/1948,741,R,103,112,101,Southern California,,2,N,Round 5,110604,147,02/10/48,Jim,Barr,,
6206,6206,9,,,Rick Auerbach,165,1,0,-1,7,7,NS,86,R,January Secondary Draft,,6,12,1969,"Auerbach, Rick",0.22,145,N,SEA,American League,SS,SEA,2/15/1950,,R,103,,,Los Angeles Pierce College,,36,N,Round 7,110376,158,02/15/50,Rick,Auerbach,,
6213,6213,0,,,Doug Bird,180,1,4,3.99,8,8,NS,3,R,January Secondary Draft,60,6,6,1969,"Bird, Doug",0.134,152,N,SEA,American League,P,SEA,3/5/1950,680,R,103,60,73,Mount San Antonio College,,0,N,Round 8,111006,158,03/05/50,Doug,Bird,,
6218,6218,1,,,Duane Kuiper,175,1,0,-1,9,9,NS,263,L,January Secondary Draft,,6,5,1969,"Kuiper, Duane",0.271,157,N,SEA,American League,SS,SEA,6/19/1950,,R,103,,,Indian Hills CC,,52,N,Round 9,117361,158,06/19/50,Duane,Kuiper,,
6234,6234,81,,,Mike Ivie,205,1,3,-1,1,1,JR,411,R,June Amateur Draft,,6,1,1970,"Ivie, Mike",0.269,1,N,SDP,National League,C,SD,8/8/1952,,R,104,,,"Walker HS (Decatur, GA)",,22,N,Round 1,116415,135,08/08/52,Mike,Ivie,,
6235,6235,4,,,Steve Dunning,205,1,2,4.56,1,1,JR,12,R,June Amateur Draft,1,6,2,1970,"Dunning, Steve",0.194,2,N,CLE,American League,P,CLE,5/15/1949,390,R,103,41,23,Stanford,,0,N,Round 1,113644,114,05/15/49,Steve,Dunning,,
6236,6236,57,,,Barry Foote,210,1,3,-1,1,1,JR,230,R,June Amateur Draft,,6,3,1970,"Foote, Barry",0.23,3,N,MON,National League,C,MON,2/16/1952,,R,104,,,"Selma HS (Smithfield, NC)",,10,N,Round 1,114293,120,02/16/52,Barry,Foote,,
6237,6237,188,,,Darrell Porter,193,1,0,-1,1,1,JR,826,L,June Amateur Draft,,6,4,1970,"Porter, Darrell",0.247,4,N,MIL,American League,C,MIL,1/17/1952,,R,103,,,"Southeast HS (Oklahoma City, OK)",,39,N,Round 1,120678,158,01/17/52,Darrell,Porter,,
6239,6239,2,,,Lee Richard,165,1,11,-1,1,1,JR,29,R,June Amateur Draft,,5,6,1970,"Richard, Lee",0.209,6,N,CHW,American League,SS,CWS,9/18/1948,,R,103,,,Southern,,12,N,Round 1,121146,145,09/18/48,Lee,Richard,,
