,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF,Debut Year
2297,bundd001,Bundy,Dylan Matthew,Dylan,11/15/1992,Tulsa,Oklahoma,USA,9/23/2012,9/21/2020,,,,,,,,,,,B,R,1-Jun,195,,,,,,,,,NOT,2012
2298,bunkw101,Bunker,Wallace Edward,Wally,1/25/1945,Seattle,Washington,USA,9/29/1963,5/26/1971,,,,,,,,,,,R,R,2-Jun,197,,,,,,,,,NOT,1963
2299,bunnj101,Bunning,James Paul David,Jim,10/23/1931,Southgate,Kentucky,USA,7/20/1955,9/3/1971,,,,,,,5/26/2017,Southgate,Kentucky,USA,R,R,3-Jun,190,St. Stephen Cemetery,Fort Thomas,Kentucky,USA,,,,,HOF,1955
2300,burad001,Burawa,Daniel James,Danny,12/30/1988,Riverhead,New York,USA,6/21/2015,10/2/2015,,,,,,,,,,,R,R,2-Jun,210,,,,,,,,,NOT,2015
2301,burbb101,Burbach,William David,Bill,8/22/1947,Dickeyville,Wisconsin,USA,4/11/1969,4/24/1971,,,,,,,,,,,R,R,4-Jun,215,,,,,,,,,NOT,1969
2302,burbd001,Burba,David Allen,Dave,7/7/1966,Dayton,Ohio,USA,9/8/1990,9/19/2004,,,,,,,,,,,R,R,4-Jun,220,,,,,,,,,NOT,1990
2303,burbn101,Burbrink,Nelson Edward,Nelson,12/28/1921,Cincinnati,Ohio,USA,6/5/1955,9/21/1955,,,,,,,4/12/2001,Largo,Florida,USA,R,R,10-May,195,The Garden Sanctuary Cemetery,Seminole,Florida,USA,,,,,NOT,1955
2304,burca101,Burch,Albert William,Al,10/07/1883,Albany,New York,USA,6/19/1906,7/30/1911,,,,,,,10/5/1926,Brooklyn,New York,USA,L,R,5-08.5,160,St. John Cemetery,Middle Village,New York,USA,,,,,NOT,1906
2305,burce101,Burch,Ernest A.,Ernie,09/09/1856,DeKalb County,Illinois,USA,08/15/1884,07/10/1887,,,,,,,10/12/1892,Guthrie,Oklahoma,USA,L,R,10-May,190,Summit View Cemetery,Guthrie,Oklahoma,USA,,,,,NOT,1884
2306,burcf101,Burchell,Frederick Duff,Fred,07/14/1879,Perth Amboy,New Jersey,USA,4/17/1903,7/15/1909,,,,,,,11/20/1951,Jordan,New York,USA,R,L,11-May,190,St. Patrick Cemetery,Jordan,New York,USA,,,,,NOT,1903
2307,burcl101,Burchart,Larry Wayne,Larry,2/8/1946,Tulsa,Oklahoma,USA,4/10/1969,9/30/1969,,,,,,,,,,,R,R,3-Jun,205,,,,,,,,,NOT,1969
2308,burdb101,Burdick,William Byron,Bill,10/11/1859,Austin,Minnesota,USA,07/23/1888,07/02/1889,,,,,,,10/23/1949,Spokane,Washington,USA,R,R,,,St. Thomas Cemetery,Coeur d'Alene,Idaho,USA,,,,,NOT,1888
2309,burdb102,Burda,Edward Robert,Bob,7/16/1938,St. Louis,Missouri,USA,8/25/1962,8/23/1972,,,,,,,,,,,L,L,11-May,174,,,,,,,,,NOT,1962
2310,burdf101,Burdette,Freddie Thomason,Freddie,9/15/1936,Moultrie,Georgia,USA,9/5/1962,10/2/1964,,,,,,,6/1/2010,Albany,Georgia,USA,R,R,1-Jun,170,Riverside Cemetery,Albany,Georgia,USA,,,,,NOT,1962
2311,burdj101,Burdock,John Joseph,Jack,04/  /1852,Brooklyn,New York,USA,05/02/1872,07/23/1891,05/01/1883,07/19/1883,,,07/09/1872,07/01/1887,11/27/1931,Brooklyn,New York,USA,R,R,5-09.5,158,Holy Cross Cemetery,Brooklyn,New York,USA,,,,,NOT,1872
2312,burdl101,Burdette,Selva Lewis,Lew,11/22/1926,Nitro,West Virginia,USA,9/26/1950,7/16/1967,,,26404,26937,,,2/6/2007,Winter Garden,Florida,USA,R,R,2-Jun,180,Cremated,,,,Ashes scattered off Longboat Key near Sarasota FL,,,,NOT,1950
2313,burdn001,Burdi,Nicholas Edward,Nick,1/19/1993,Hinsdale,Illinois,USA,9/11/2018,8/3/2020,,,,,,,,,,,R,R,5-Jun,220,,,,,,,,,NOT,2018
2314,burdz001,Burdi,Zachary M.,Zack,3/9/1995,Downers Grove,Illinois,USA,8/8/2020,9/2/2020,,,,,,,,,,,R,R,3-Jun,210,,,,,,,,,,2020
2315,burga001,Burgos,Ambiorix,Ambiorix,4/19/1984,Nagua,Sanchez,Dominican Republic,4/23/2005,5/26/2007,,,,,,,,,,,R,R,3-Jun,235,,,,,,,,,NOT,2005
2316,burgb101,Burgo,William Ross,Bill,11/15/1919,Johnstown,Pennsylvania,USA,9/22/1943,6/11/1944,,,,,,,10/19/1988,Morgan City,Louisiana,USA,R,R,8-May,185,Morgan City Cemetery,Morgan City,Louisiana,USA,,,,,NOT,1943
2317,burge001,Burgos,Enrique (Calles),Enrique,10/7/1965,Chorrera,West Panama,Panama,7/15/1993,7/2/1995,,,,,,,,,,,L,L,4-Jun,195,,,,,,,,,NOT,1993
2318,burge002,Burgos,Enrique (Arosemena),Enrique,11/23/1990,Panama City,Panama,Panama,4/29/2015,9/27/2016,,,,,,,,,,,R,R,3-Jun,250,,,,,,,,,NOT,2015
2319,burgh001,Burgos,Hiram Alexis,Hiram,8/4/1987,Cayey,,Puerto Rico,4/20/2013,5/21/2013,,,,,,,,,,,R,R,11-May,210,,,,,,,,,NOT,2013
2320,burgp101,Burg,Joseph Peter,Joe,06/04/1882,Chicago,Illinois,USA,9/26/1910,10/12/1910,,,,,,,4/28/1969,Joliet,Illinois,USA,R,R,10-May,143,Zion Lutheran Cemetery,Tinley Park,Illinois,USA,,,,,NOT,1910
2321,burgs101,Burgess,Forrest Harrill,Smoky,2/6/1927,Caroleen,North Carolina,USA,4/19/1949,10/1/1967,,,,,,,9/15/1991,Asheville,North Carolina,USA,L,R,5-08.5,185,Sunset Memorial Park,Forest City,North Carolina,USA,,,,,NOT,1949
2322,burgt001,Burgmeier,Thomas Henry,Tom,8/2/1943,St. Paul,Minnesota,USA,4/10/1968,8/29/1984,,,33336,36800,,,,,,,L,L,11-May,185,,,,,,,,,NOT,1968
2323,burgt101,Burgess,Thomas Roland,Tom,9/1/1927,London,Ontario,Canada,4/17/1954,9/29/1962,,,28222,28764,,,11/24/2008,London,Ontario,Canada,L,L,Jun-00,180,Cremated,,,,,,,,NOT,1954
2324,burib101,Burich,William Max,Bill,5/29/1918,Calumet,Michigan,USA,4/14/1942,6/10/1946,,,,,,,12/25/2009,Apple Valley,California,USA,R,R,Jun-00,180,Queen of Heaven Cemetery,Rowland Heights,California,USA,,,,,NOT,1942
2325,burkb001,Burke,Brock Christopher,Brock,8/4/1996,Chicago,Illinois,USA,8/20/2019,9/21/2019,,,,,,,,,,,L,L,4-Jun,180,,,,,,,,,,2019
2326,burkb101,Burke,William Ignatius,Billy,07/11/1889,Clinton,Massachusetts,USA,4/30/1910,9/26/1911,,,,,,,2/9/1967,Worcester,Massachusetts,USA,L,L,10-May,165,St. John's Cemetery,Lancaster,Massachusetts,USA,,,,,NOT,1910
2327,burkb102,Burke,Robert James,Bobby,1/23/1907,Joliet,Illinois,USA,4/16/1927,5/4/1937,,,,,,,2/8/1971,Joliet,Illinois,USA,L,L,6-00.5,150,St. Patrick Cemetery,Joliet,Illinois,USA,"Block 82, Lot 11",,,,NOT,1927
2328,burkc001,Burke,Christopher Allen,Chris,3/11/1980,Louisville,Kentucky,USA,7/4/2004,6/7/2009,,,,,,,,,,,R,R,11-May,180,,,,,,,,,NOT,2004
2329,burkc101,Burkam,Chauncey DePew,Chauncey,10/13/1892,Benton Harbor,Michigan,USA,6/24/1915,6/24/1915,,,,,,,5/9/1964,Kalamazoo,Michigan,USA,L,R,11-May,175,Mount Ever-Rest Cemetery,Kalamazoo,Michigan,USA,,,,,NOT,1915
2330,burkd101,Burke,Daniel L.,Dan,10/25/1868,Abington,Massachusetts,USA,04/18/1890,10/01/1892,,,,,,,3/20/1933,Taunton,Massachusetts,USA,R,R,10-May,190,St. Patrick's Cemetery,Rockland,Massachusetts,USA,,,,,NOT,1890
2331,burke001,Burks,Ellis Rena,Ellis,9/11/1964,Vicksburg,Mississippi,USA,4/30/1987,10/2/2004,,,,,,,,,,,R,R,2-Jun,175,,,,,,,,,NOT,1987
2332,burke101,Burke,Edward D.,Eddie,10/06/1866,Northumberland,Pennsylvania,USA,04/19/1890,09/19/1897,,,,,,,11/26/1907,Utica,New York,USA,L,R,6-May,161,St. Agnes Cemetery,Utica,New York,USA,,,,,NOT,1890
2333,burke102,Burkart,Elmer Robert,Elmer,2/1/1917,Philadelphia,Pennsylvania,USA,9/14/1936,5/5/1939,,,,,,,2/6/1995,Baltimore,Maryland,USA,R,R,2-Jun,190,Dulaney Valley Memorial Gardens,Timonium,Maryland,USA,,,,,NOT,1936
2334,burkf101,Burke,Frank Aloysius,Frank,02/16/1880,Carbon County,Pennsylvania,USA,9/14/1906,7/31/1907,,,,,,,9/17/1946,Los Angeles,California,USA,,R,8-May,,Holy Cross Cemetery & Mausoleum,Culver City,California,USA,,,,,NOT,1906
2335,burkg001,Burke,Gregory Francis,Greg,9/21/1982,Camden,New Jersey,USA,5/16/2009,9/23/2013,,,,,,,,,,,R,R,4-Jun,216,,,,,,,,,NOT,2009
2336,burkg101,Burke,Glenn Lawrence,Glenn,11/16/1952,Oakland,California,USA,4/9/1976,6/4/1979,,,,,,,5/30/1995,San Leandro,California,USA,R,R,Jun-00,195,Mountain View Cemetery,Oakland,California,USA,,,,,NOT,1976
2337,burkj001,Burkett,John David,John,11/28/1964,New Brighton,Pennsylvania,USA,9/15/1987,10/15/2003,,,,,,,,,,,R,R,2-Jun,175,,,,,,,,,NOT,1987
2338,burkj002,Burke,John C.,John,2/9/1970,Durango,Colorado,USA,8/13/1996,7/10/1997,,,,,,,,,,,B,R,4-Jun,220,,,,,,,,,NOT,1996
2339,burkj003,Burke,James Eugene,Jamie,9/24/1971,Roseburg,Oregon,USA,5/9/2001,6/6/2010,,,,,,,,,,,R,R,Jun-00,195,,,,,,,,,NOT,2001
2340,burkj101,Burkett,Jesse Cail,Jesse,12/04/1868,Wheeling,West Virginia,USA,04/22/1890,10/7/1905,,,7774,7957,,,5/27/1953,Worcester,Massachusetts,USA,L,L,8-May,155,St. John Cemetery,Worcester,Massachusetts,USA,"Rosary Section, Range 12, Lot 135",,,,HOF,1890
2341,burkj102,Burke,Joseph Aloysius,Joe,12/07/1867,Nashville,Tennessee,USA,09/26/1890,07/23/1891,,,,,,,11/3/1940,Cincinnati,Ohio,USA,,,7-May,160,St. Joseph New Cemetery,Cincinnati,Ohio,USA,,,,,NOT,1890
2342,burkj103,Burke,John Patrick,John,01/27/1877,Hazleton,Pennsylvania,USA,6/27/1902,7/15/1902,,,,,,,8/4/1950,Jersey City,New Jersey,USA,R,R,,,St. Joseph Cemetery,Keyport,New Jersey,USA,,,,,NOT,1902
2343,burkj104,Burke,James Timothy,Jimmy,10/12/1874,St. Louis,Missouri,USA,10/06/1898,10/8/1905,5/4/1905,10/3/1920,5218,12328,,,3/26/1942,St. Louis,Missouri,USA,R,R,7-May,160,Calvary Cemetery,St. Louis,Missouri,USA,"Section 24, Lot 233",,,,NOT,1898
2344,burkj105,Burke,James,James,,Attleboro,Massachusetts,USA,06/10/1882,09/15/1884,,,,,,,,,,,,,,,,,,,,,,,NOT,1882
2345,burkk101,Burkhart,Kenneth William,Ken,11/18/1916,Knoxville,Tennessee,USA,4/21/1945,9/25/1949,,,,,4/16/1957,9/30/1973,12/29/2004,Knoxville,Tennessee,USA,R,R,1-Jun,190,Woodlawn Cemetery,Knoxville,Tennessee,USA,"Section Q, Lot 106; N35.55.947 W83.53.936",,,,NOT,1945
2346,burkl101,Burke,Leslie Kingston,Les,12/18/1902,Lynn,Massachusetts,USA,5/2/1923,9/15/1926,,,,,,,5/6/1975,Danvers,Massachusetts,USA,L,R,9-May,168,Swampscott Cemetery,Swampscott,Massachusetts,USA,,,,,NOT,1923
2347,burkl102,Burke,Leo Patrick,Leo,5/6/1934,Hagerstown,Maryland,USA,9/7/1958,5/26/1965,,,,,,,,,,,R,R,11-May,185,,,,,,,,,NOT,1958
2348,burkm001,Burkhart,Morgan,Morgan,1/29/1972,St. Louis,Missouri,USA,6/27/2000,7/2/2003,,,,,,,,,,,B,L,11-May,225,,,,,,,,,NOT,2000
2349,burkm101,Burk,Mack Edwin,Mack,4/21/1935,Nacogdoches,Texas,USA,5/25/1956,6/22/1958,,,,,,,,,,,R,R,4-Jun,180,,,,,,,,,NOT,1956
2350,burkm102,Burke,Michael E.,Mike,1854,,New York,USA,05/01/1879,07/19/1879,,,,,,,06/09/1889,Albany,New York,USA,R,R,Jun-00,190,St. Agnes Cemetery,Menands,New York,USA,,,,,NOT,1879
2351,burkp101,Burke,Patrick Edward,Pat,5/13/1901,St. Louis,Missouri,USA,9/23/1924,9/23/1924,,,,,,,7/7/1965,St. Louis,Missouri,USA,R,R,5-10.5,170,Resurrection Cemetery,St. Louis,Missouri,USA,,,,,NOT,1924
2352,burks101,Burk,Charles Sanford,Sandy,04/22/1887,Columbus,Ohio,USA,9/12/1910,7/31/1915,,,,,,,10/11/1934,Brooklyn,New York,USA,R,R,8-May,155,Cypress Hills National Cemetery,Brooklyn,New York,USA,,,,,NOT,1910
2353,burks102,Burke,Steven Michael,Steve,3/5/1955,Stockton,California,USA,9/10/1977,6/2/1978,,,,,,,,,,,B,R,2-Jun,200,,,,,,,,,NOT,1977
2354,burkt001,Burke,Timothy Philip,Tim,2/19/1959,Omaha,Nebraska,USA,4/8/1985,9/22/1992,,,,,,,,,,,R,R,3-Jun,205,,,,,,,,,NOT,1985
2355,burkw101,Burke,William Rickard,William,11/  /1862,Cincinnati,Ohio,USA,07/20/1887,08/09/1887,,,,,,,3/17/1939,Atchison,Kansas,USA,,,3-Jun,210,Mt. Calvary Cemetery,Atchison,Kansas,USA,,,,,NOT,1887
2356,burlr001,Burleson,Richard Paul,Rick,4/29/1951,Lynwood,California,USA,5/4/1974,7/8/1987,,,33337,35337,,,,,,,R,R,10-May,165,,,,,,,,,NOT,1974
2357,burna001,Burnett,Allan James,A.J.,1/3/1977,North Little Rock,Arkansas,USA,8/17/1999,10/3/2015,,,,,,,,,,,R,R,5-Jun,204,,,,,,,,,NOT,1999
2358,burna002,Burnett,Alex James,Alex,7/26/1987,Anaheim,California,USA,4/8/2010,5/29/2013,,,,,,,,,,,R,R,Jun-00,210,,,,,,,,,NOT,2010
2359,burna003,Burns,Andrew David,Andy,8/7/1990,Greenville,South Carolina,USA,5/9/2016,7/19/2016,,,,,,,,,,,R,R,2-Jun,205,,,,,,,,,NOT,2016
2360,burnb001,Burns,Robert Britt,Britt,6/8/1959,Houston,Texas,USA,8/5/1978,9/30/1985,,,,,,,,,,,L,L,5-Jun,215,,,,,,,,,NOT,1978
2361,burnb002,Burns,William John,Billy,8/30/1989,Marietta,Georgia,USA,7/28/2014,7/21/2017,,,,,,,,,,,B,R,9-May,180,,,,,,,,,NOT,2014
2362,burnb101,Burns,William Thomas,Bill,01/27/1880,San Saba,Texas,USA,4/18/1908,5/23/1912,,,,,,,6/7/1953,Ramona,California,USA,B,L,2-Jun,195,Holy Cross Cemetery,San Diego,California,USA,,,,,NOT,1908
2363,burnc001,Burns,Cory Wade,Cory,10/9/1987,Phoenix,Arizona,USA,8/4/2012,9/4/2013,,,,,,,,,,,R,R,Jun-00,205,,,,,,,,,NOT,2012
2364,burnc002,Burnes,Corbin Brian,Corbin,10/22/1994,Bakersfield,California,USA,7/10/2018,9/24/2020,,,,,,,,,,,R,R,3-Jun,205,,,,,,,,,NOT,2018
2365,burnc101,Burns,Charles Brittingham,C.B.,05/15/1879,Bayview,Maryland,USA,8/19/1902,8/19/1902,,,,,,,6/6/1968,Havre de Grace,Maryland,USA,R,R,Jun-00,175,Angel Hill Cemetery,Havre de Grace,Maryland,USA,,,,,NOT,1902
2366,burnd101,Burns,Dennis,Dennis,05/24/1898,Tiff City,Missouri,USA,9/19/1923,9/26/1924,,,,,,,5/21/1969,Tulsa,Oklahoma,USA,R,R,10-May,180,Rest Haven Cemetery,Sperry,Oklahoma,USA,"Block 1, Lot 26, Space L",,,,NOT,1923
2367,burnd102,Burns,Richard Simon,Dick,12/26/1863,Holyoke,Massachusetts,USA,05/03/1883,07/23/1885,,,,,,,11/16/1937,Holyoke,Massachusetts,USA,L,L,7-May,140,Calvary Cemetery,Holyoke,Massachusetts,USA,,,,,NOT,1883
2368,burne101,Burns,Edward James,Ed,10/31/1887,San Francisco,California,USA,6/25/1912,7/27/1918,,,,,,,5/30/1942,Monterey,California,USA,R,R,6-May,165,San Carlos Catholic Cemetery,Monterey,California,USA,"Section 1, Lot 17",,,,NOT,1912
2369,burnf101,Burns,James,Farmer,,Ashtabula,Ohio,USA,7/6/1901,7/6/1901,,,,,,,,,,,,R,7-May,168,,,,,,,,,NOT,1901
2370,burng101,Burns,George Joseph,George,11/24/1889,Utica,New York,USA,10/3/1911,9/4/1925,,,11427,11593,,,8/15/1966,Gloversville,New York,USA,R,R,7-May,160,Mount Carmel Cemetery,Johnstown,New York,USA,,,,,NOT,1911
2371,burng102,Burns,George Henry,George,01/31/1893,Niles,Ohio,USA,4/14/1914,10/12/1929,,,,,,,1/7/1978,Kirkland,Washington,USA,R,R,6-01.5,180,Calvary Cemetery,Seattle,Washington,USA,"St. Alphonsus First Section, Lot 546 Grave 3",,,,NOT,1914
2372,burnh101,Burnett,Hercules H.,Hercules,08/13/1865,Louisville,Kentucky,USA,06/26/1888,09/29/1895,,,,,,,10/4/1936,Louisville,Kentucky,USA,R,,11-May,177,Eastern Cemetery,Louisville,Kentucky,USA,,,,,NOT,1888
2373,burnj001,Burnitz,Jeromy Neal,Jeromy,4/15/1969,Westminster,California,USA,6/21/1993,9/27/2006,,,,,,,,,,,L,R,Jun-00,190,,,,,,,,,NOT,1993
2374,burnj101,Burns,Joseph James,Joe,6/17/1916,Bryn Mawr,Pennsylvania,USA,4/24/1943,9/27/1945,,,,,,,6/24/1974,Bryn Mawr,Pennsylvania,USA,R,R,5-10.5,175,St. Denis Cemetery,Havertown,Pennsylvania,USA,,,,,NOT,1943
2375,burnj102,Burns,Joseph Francis,Joe,2/25/1900,Trenton,New Jersey,USA,4/18/1924,6/13/1924,,,,,,,1/7/1986,Trenton,New Jersey,USA,R,R,Jun-00,175,St. Mary Cemetery,Hamilton,New Jersey,USA,,,,,NOT,1924
2376,burnj103,Burns,Joseph Francis,Joseph,03/26/1889,Ipswich,Massachusetts,USA,6/19/1910,9/23/1913,,,,,,,7/12/1987,Beverly,Massachusetts,USA,L,L,11-May,170,Highland Cemetery,Ipswich,Massachusetts,USA,,,,,NOT,1910
2377,burnj104,Burns,John Joseph,Jack,05/13/1878,Salford,,England,9/11/1903,4/22/1904,,,,,,,6/24/1957,Waterford,Connecticut,USA,R,R,10-May,160,Jordan Cemetery,Waterford,Connecticut,USA,,,,,NOT,1903
2378,burnj105,Burns,John Irving,Jack,8/31/1907,Cambridge,Massachusetts,USA,9/17/1930,9/27/1936,,,20191,21820,,,4/18/1975,Brighton,Massachusetts,USA,L,L,5-10.5,175,Evergreen Cemetery,Brighton,Massachusetts,USA,,,,,NOT,1930
2379,burnj106,Burns,James Milton,Jim,,St. Louis,Missouri,USA,09/25/1888,05/22/1891,,,,,,,2/17/1909,Chicago,Illinois,USA,R,,7-May,168,St. Peter Cemetery,Quincy,Illinois,USA,,,,,NOT,1888
2380,burnj107,Barnett,John Jeirus,Jack,12/16/1879,Ventura,California,USA,7/2/1907,9/20/1907,,,,,,,9/3/1923,Modoc County,California,USA,B,,,,Ivy Lawn Memorial Park,Ventura,California,USA,,,,,NOT,1907
2381,burnj108,Burnett,John Henderson,Johnny,11/1/1904,Bartow,Florida,USA,5/7/1927,9/29/1935,,,,,,,8/12/1959,Tampa,Florida,USA,L,R,11-May,175,Garden of Memories Cemetery,Tampa,Florida,USA,,,,,NOT,1927
2382,burnm001,Burns,Michael John,Mike,7/14/1978,Westminster,California,USA,5/13/2005,9/22/2009,,,,,,,,,,,R,R,Jun-00,205,,,,,,,,,NOT,2005
2383,burno101,Burns,Thomas P.,Oyster,09/06/1864,Philadelphia,Pennsylvania,USA,08/18/1884,09/16/1895,,,,,07/06/1888,06/22/1899,11/11/1928,Brooklyn,New York,USA,R,R,8-May,183,Holy Cross Cemetery,North Arlington,New Jersey,USA,,,,,NOT,1884
2384,burnp101,Burns,John E.,John,02/  /1861,Brooklyn,New York,USA,08/11/1884,09/16/1884,,,,,,,,,,,,,5-05.5,148,,,,,,,,,NOT,1884
2385,burnp102,Burnside,Peter Willits,Pete,7/2/1930,Evanston,Illinois,USA,9/20/1955,9/27/1963,,,,,,,,,,,R,L,2-Jun,180,,,,,,,,,NOT,1955
2386,burns001,Burnett,Sean Richard,Sean,9/17/1982,Dunedin,Florida,USA,5/30/2004,9/30/2016,,,,,,,,,,,L,L,1-Jun,170,,,,,,,,,NOT,2004
2387,burns101,Burnside,Sheldon John,Sheldon,12/22/1954,South Bend,Indiana,USA,9/4/1978,9/16/1980,,,,,,,,,,,R,L,5-Jun,200,,,,,,,,,NOT,1978
2388,burnt001,Burns,Todd Edward,Todd,7/6/1963,Maywood,California,USA,5/31/1988,9/17/1993,,,,,,,,,,,R,R,2-Jun,186,,,,,,,,,NOT,1988
2389,burnt101,Burns,Thomas Everett,Tom,03/30/1857,Honesdale,Pennsylvania,USA,05/01/1880,07/22/1892,05/21/1892,10/15/1899,,,08/25/1892,10/15/1892,3/19/1902,Jersey City,New Jersey,USA,R,R,7-May,152,St. Michael Cemetery,Springfield,Massachusetts,USA,,,,,NOT,1880
2390,burnw101,Burnette,Wallace Harper,Wally,6/20/1929,Blairs,Virginia,USA,7/15/1956,6/28/1958,,,,,,,2/12/2003,Danville,Virginia,USA,R,R,6-00.5,178,Highland Burial Park,Danville,Virginia,USA,,,,,NOT,1956
2391,burpg101,Burpo,George Harvie,George,6/19/1922,Jenkins,Kentucky,USA,6/9/1946,7/3/1946,,,,,,,12/20/2015,Tucson,Arizona,USA,R,L,Jun-00,195,East Lawn Palms Cemetery,Tucson,Arizona,USA,,,,,NOT,1946
2392,burra101,Burris,Alva Burton,Al,01/28/1874,Warwick,Maryland,USA,06/22/1894,06/22/1894,,,,,,,3/25/1938,Salisbury,Maryland,USA,R,R,,,Hollywood Cemetery,Harrington,Delaware,USA,,,,,NOT,1894
2393,burra102,Burr,Alexander Thomson,Tom,11/01/1893,Chicago,Illinois,USA,4/21/1914,4/21/1914,,,,,,,10/12/1918,Cazaux,,France,R,R,6-03.5,190,Rosehill Cemetery,Chicago,Illinois,USA,,,,,NOT,1914
2394,burrb001,Burres,Brian James,Brian,4/8/1981,Oregon City,Oregon,USA,9/8/2006,9/28/2011,,,,,,,,,,,L,L,1-Jun,182,,,,,,,,,NOT,2006
2395,burrb002,Burrows,Beau Van,Beau,9/18/1996,Fort Worth,Texas,USA,7/27/2020,9/10/2020,,,,,,,,,,,R,R,2-Jun,210,,,,,,,,,,2020
2396,burrb101,Burrell,Frank Andrew,Buster,12/22/1866,Weymouth,Massachusetts,USA,08/01/1891,10/02/1897,,,,,,,5/8/1962,Weymouth,Massachusetts,USA,R,R,10-May,165,Fairmount Cemetery,Weymouth,Massachusetts,USA,,,,,NOT,1891
2397,burrd101,Burrus,Maurice Lennon,Dick,01/29/1898,Hatteras,North Carolina,USA,6/23/1919,7/30/1928,,,,,,,2/2/1972,Elizabeth City,North Carolina,USA,L,L,11-May,175,New Hollywood Cemetery,Elizabeth City,North Carolina,USA,,,,,NOT,1919
2398,burre001,Burriss,Emmanuel Allen,Emmanuel,1/17/1985,Washington,D.C.,USA,4/20/2008,9/28/2016,,,,,,,,,,,B,R,Jun-00,190,,,,,,,,,NOT,2008
2399,burrh101,Burroughs,Henry S.,Henry,02/03/1845,Newark,New Jersey,USA,05/05/1871,05/07/1872,,,,,,,03/31/1878,Newark,New Jersey,USA,,,8-May,147,Mount Pleasant Cemetery,Newark,New Jersey,USA,,,,,NOT,1871
2400,burrh102,Burrell,Harry J.,Harry,05/26/1867,Bethel,Vermont,USA,09/13/1891,10/03/1891,,,,,,,12/11/1914,Omaha,Nebraska,USA,,L,7-May,160,Forest Lawn Memorial Park,Omaha,Nebraska,USA,,,,,NOT,1891
2401,burrj001,Burroughs,Jeffrey Alan,Jeff,3/7/1951,Long Beach,California,USA,7/20/1970,10/16/1985,,,,,,,,,,,R,R,1-Jun,200,,,,,,,,,NOT,1970
2402,burrj101,Burrows,John,John,10/30/1913,Winnfield,Louisiana,USA,4/25/1943,5/17/1944,,,,,,,4/27/1987,Coal Run,Ohio,USA,R,L,10-May,200,Round Bottom Cemetery,Coal Run,Ohio,USA,Cremated,,,,NOT,1943
2403,burrl101,Burright,Larry Allen,Larry,7/10/1937,Roseville,Illinois,USA,4/12/1962,4/18/1964,,,,,,,,,,,R,R,11-May,170,,,,,,,,,NOT,1962
2404,burrp001,Burrell,Patrick Brian,Pat,10/10/1976,Eureka Springs,Arkansas,USA,5/24/2000,9/28/2011,,,,,,,,,,,R,R,4-Jun,230,,,,,,,,,NOT,2000
2405,burrp101,Burris,Paul Robert,Paul,7/21/1923,Hickory,North Carolina,USA,10/2/1948,6/4/1953,,,,,,,10/3/1999,Charlotte,North Carolina,USA,R,R,Jun-00,190,Williams Memorial Presbyterian Church Cemetery,Charlotte,North Carolina,USA,,,,,NOT,1948
2406,burrr001,Burris,Bertram Ray,Ray,8/22/1950,Idabel,Oklahoma,USA,4/8/1973,9/27/1987,,,32972,33881,,,,,,,R,R,5-Jun,200,,,,,,,,,NOT,1973
2407,burrr002,Burr,Ryan Matthew,Ryan,5/28/1994,Highlands Ranch,Colorado,USA,8/23/2018,5/24/2019,,,,,,,,,,,R,R,4-Jun,225,,,,,,,,,NOT,2018
2408,burrs001,Burroughs,Sean Patrick,Sean,9/12/1980,Atlanta,Georgia,USA,4/2/2002,4/30/2012,,,,,,,,,,,L,R,2-Jun,200,,,,,,,,,NOT,2002
2409,burrt001,Burrows,Terry Dale,Terry,11/28/1968,Lake Charles,Louisiana,USA,6/12/1994,6/11/1997,,,,,,,,,,,L,L,1-Jun,185,,,,,,,,,NOT,1994
2410,burtd001,Burtt,Dennis Allen,Dennis,11/29/1957,San Diego,California,USA,9/4/1985,4/15/1986,,,,,,,,,,,R,R,Jun-00,180,,,,,,,,,NOT,1985
2411,burte101,Burton,Ellis Narrington,Ellis,8/12/1936,Los Angeles,California,USA,9/18/1958,9/4/1965,,,,,,,10/1/2013,Fontana,California,USA,B,R,11-May,160,Cremated,,,,"Ashes scattered in lake in Fontana, CA",,,,NOT,1958
2412,burtf101,Burt,Frank J.,Frank,,Camden,New Jersey,USA,05/02/1882,05/30/1882,,,,,,,,,,,,,,,,,,,,,,,NOT,1882
2413,burtj001,Burton,Levi Jared,Jared,6/2/1981,Westminster,South Carolina,USA,4/4/2007,9/24/2014,,,,,,,,,,,R,R,5-Jun,230,,,,,,,,,NOT,2007
2414,burtj101,Burton,Jim Scott,Jim,10/27/1949,Royal Oak,Michigan,USA,6/10/1975,9/17/1977,,,,,,,12/12/2013,Charlotte,North Carolina,USA,R,L,3-Jun,195,Magnolia Gardens,Charlotte,North Carolina,USA,,,,,NOT,1975
